"RELAÇÃO DAS ESCOLAS ESTADUAIS (ESTABELECIMENTOS DE ENSINO), ENDEREÇO E E-MAIL",,,,,,,,3569
Municipio,UREGI,SRE,ESTABELECIMENTO DE ENSINO,E-MAIL (INSTITUCIONAL),SITUAÇÃO MAPA (X -> ENVIADO & VAZIO -> NÃO ENVIADO),DATA DE ACUSAÇÃO DE RECEBIMENTO,DATA DE ENVIO DO MAPA PARA AS ESCOLAS,2662
ARCOS,DIVINÓPOLIS,SRE DIVINÓPOLIS,CESEC MONSENHOR GERALDO M VASCONCELOS,escola.32093@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
ARCOS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DA VILA BOA VISTA,escola.32026@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
ARCOS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DONA BERENICE DE MAGALHÃES PINTO,escola.32051@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
ARCOS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DONA MARICOTA PINTO,escola.32069@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
ARCOS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE JOSÉ GERALDO DE MELO,escola.32018@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
ARCOS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE YOLANDA JOVINO VAZ,escola.32077@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
AREADO,ALFENAS,SRE POÇOS DE CALDAS,EE JOÃO LOURENÇO,escola.123846@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
ARGIRITA,CATAGUASES,SRE LEOPOLDINA,EE PROFESSOR LUIZ ANTÔNIO PIRES SOUZA,escola.305316@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
ARICANDUVA,CAPELINHA,SRE DIAMANTINA,EE TEODOMIRO CALDEIRA LEÃO,escola.24295@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
ARINOS,UNAÍ,SRE UNAÍ,CESEC AFONSO ARINOS,escola.346268@educacao.mg.gov.br,X,26/05/2022,,
ARINOS,UNAÍ,SRE UNAÍ,EE CARMOSINA DURÃES MARTINS,escola.108227@educacao.mg.gov.br,X,30/05/2022,,
ARINOS,UNAÍ,SRE UNAÍ,EE CHICO MENDES,escola.349291@educacao.mg.gov.br,X,26/05/2022,,
ARINOS,UNAÍ,SRE UNAÍ,EE GARIBALDINA FERNANDES VALADARES,escola.108219@educacao.mg.gov.br,X,26/05/2022,,
ARINOS,UNAÍ,SRE UNAÍ,EE MAJOR SAINT CLAIR FERNANDES VALADARES,escola.108197@educacao.mg.gov.br,X,26/05/2022,,
ARINOS,UNAÍ,SRE UNAÍ,EE PROFESSOR BENEVIDES,escola.231860@educacao.mg.gov.br,X,26/05/2022,,
ASTOLFO DUTRA,CATAGUASES,SRE UBÁ,EE DEPUTADO EDSON RESENDE,escola.180769@educacao.mg.gov.br,X,24/05/2022,23/05/2022,
ASTOLFO DUTRA,CATAGUASES,SRE UBÁ,EE OLINTO ALMADA,escola.180751@educacao.mg.gov.br,X,24/05/2022,23/05/2022,
ASTOLFO DUTRA,CATAGUASES,SRE UBÁ,EE PROFESSOR SOUZA PRIMO,escola.180742@educacao.mg.gov.br,X,24/05/2022,23/05/2022,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DANIEL PEREIRA OTTONI,escola.338818@educacao.mg.gov.br,x,,,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DE NOVO HORIZONTE,escola.146412@educacao.mg.gov.br,x,22/06/2022,,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DE SÃO MIGUEL,escola.146391@educacao.mg.gov.br,x,22/06/2022,,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DOUTOR ANTÔNIO OLINTO,escola.146315@educacao.mg.gov.br,x,09/06/2022,,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE PREFEITO CLEMENTE ESTEVES FERRAZ,escola.146285@educacao.mg.gov.br,x,20/06/2022,,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE PROFESSORA ALNEDA DE MATOS MACHADO,escola.146331@educacao.mg.gov.br,x,21/06/2022,,
ATALÉIA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE PROFESSORA HERMÍNIA P DE ALMEIDA,escola.146323@educacao.mg.gov.br,x,22/06/2022,,
AUGUSTO DE LIMA,CURVELO,SRE CURVELO,EE AFONSO SOARES DE FREITAS,escola.140309@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
BAEPENDI,LAVRAS,SRE CAXAMBU,EE ANÍSIO ESAÚ DOS SANTOS,escola.171026@educacao.mg.gov.br,x,03/06/2022,31/05/2022,
BAEPENDI,LAVRAS,SRE CAXAMBU,EE JOAQUIM ALVARENGA MACIEL,escola.170984@educacao.mg.gov.br,x,01/06/2022,01/06/2022,
BAEPENDI,LAVRAS,SRE CAXAMBU,EE NOSSA SENHORA DE MONTSERRAT,escola.171042@educacao.mg.gov.br,x,03/06/2022,03/06/2022,
BAEPENDI,LAVRAS,SRE CAXAMBU,EE VARGEM DA LAGE,escola.171051@educacao.mg.gov.br,x,01/06/2022,01/06/2022,
BALDIM,SETE LAGOAS,SRE SETE LAGOAS,EE JOSÉ RIBEIRO DA SILVA,escola.140325@educacao.mg.gov.br,X,25/05/2022,24/05/2022,
BALDIM,SETE LAGOAS,SRE SETE LAGOAS,EE OSCAR ARTUR GUIMARÃES,escola.140376@educacao.mg.gov.br,X,24/05/2022,24/05/2022,
BAMBUÍ,DIVINÓPOLIS,SRE DIVINÓPOLIS,CESEC JOÃO APOLINÁRIO DE OLIVEIRA,escola.32271@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
BAMBUÍ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE JOÃO BATISTA DE CARVALHO,escola.32212@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
BAMBUÍ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE JOSÉ ALZAMORA,escola.32221@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
BAMBUÍ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE MACIONÍLIA MONTIJO,escola.307327@educacao.mg.gov.br,Escola Municipalizada,Escola Municipalizada,Escola Municipalizada,
BANDEIRA,ALMENARA,SRE ALMENARA,EE JOÃO DOS SANTOS AMARAL,escola.184632@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
BANDEIRA DO SUL,GUAXUPÉ,SRE POÇOS DE CALDAS,EE JOSÉ BANDEIRA DE CARVALHO,escola.123897@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
BARÃO DE COCAIS,PONTE NOVA,SRE METROPOLITANA A,EE EFIGÊNIA DE BARROS OLIVEIRA,escola.218723@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
BARÃO DE COCAIS,PONTE NOVA,SRE METROPOLITANA A,EE JOSÉ MARIA DE MORAIS,escola.7692@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
BARÃO DE COCAIS,PONTE NOVA,SRE METROPOLITANA A,EE ODILON BEHRENS,escola.7706@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
BARÃO DE COCAIS,PONTE NOVA,SRE METROPOLITANA A,EE PADRE HEITOR,escola.7714@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
BARÃO DE MONTE ALTO,MURIAÉ,SRE MURIAÉ,EE DOMICIANO CERQUEIRA,escola.96709@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
BARÃO DE MONTE ALTO,MURIAÉ,SRE MURIAÉ,EE PROFESSOR TOMÁS AQUINO PEREIRA,escola.96695@educacao.mg.gov.br,x,,,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,CENTRO ESTADUAL DE EDUCAÇÃO ESPECIAL MARIA DO ROSÁRIO,escola.232131@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,COLÉGIO TIRADENTES PMMG,escola.15245@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE ADELAÍDE BIAS FORTES,escola.15024@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE AMÍLCAR SAVASSI,escola.15032@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE BIAS FORTES,escola.15041@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE DE ENSINO FUNDAMENTAL E MÉDIO,escola.356905@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE DEPUTADO JOSÉ BONIFÁCIO LAFAYETTE DE ANDRADA,escola.273376@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE DOUTOR ALBERTO VIEIRA PEREIRA,escola.15067@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE DOUTOR TEOBALDO TOLLENDAL,escola.15091@educacao.mg.gov.br,X,25/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE EMBAIXADOR JOSÉ BONIFÁCIO,escola.15105@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE GABRIELA RIBEIRO ANDRADA,escola.15113@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE HENRIQUE DINIZ,escola.15121@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE PADRE MESTRE CORRÊA,escola.15199@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE PIO XI,escola.15211@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE PROFESSOR JOÃO ANASTÁCIO,escola.15059@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE PROFESSOR SOARES FERREIRA,escola.15229@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE SÃO MIGUEL,escola.15237@educacao.mg.gov.br,X,23/05/2022,23/05/2022,
BARBACENA,SÃO JOÃO DEL REI,SRE BARBACENA,EE SENHORA DAS DORES,escola.302627@educacao.mg.gov.br,X,27/05/2022,23/05/2022,
BARRA LONGA,PONTE NOVA,SRE PONTE NOVA,EE CLAUDIONOR LOPES,escola.128368@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
BARRA LONGA,PONTE NOVA,SRE PONTE NOVA,EE PADRE JOSÉ EPIFÂNIO GONÇALVES,escola.128414@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
BARROSO,SÃO JOÃO DEL REI,SRE BARBACENA,EE CÔNEGO LUIZ GIAROLA CARLOS,escola.15334@educacao.mg.gov.br,X,,20/05/2022,
BARROSO,SÃO JOÃO DEL REI,SRE BARBACENA,EE FRANCISCO ANTÔNIO PIRES,escola.15318@educacao.mg.gov.br,x,,20/05/2022,
BARROSO,SÃO JOÃO DEL REI,SRE BARBACENA,EE GENERAL SILVANO ALBERTONI,escola.15300@educacao.mg.gov.br,x,,20/05/2022,
BARROSO,SÃO JOÃO DEL REI,SRE BARBACENA,EE PREFEITO GERALDO NAPOLEÃO DE SOUZA,escola.15296@educacao.mg.gov.br,X,,20/05/2022,
BARROSO,SÃO JOÃO DEL REI,SRE BARBACENA,EE SANT'ANA,escola.15326@educacao.mg.gov.br,x,,,
BELA VISTA DE MINAS,IPATINGA,SRE NOVA ERA,EE JOSÉ MODESTO ÁVILA,escola.102750@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
BELA VISTA DE MINAS,IPATINGA,SRE NOVA ERA,EE PADRE OSWALDO DE PODESTÁ,escola.102733@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
BELA VISTA DE MINAS,IPATINGA,SRE NOVA ERA,EE PROFESSORA ADELINA DA CONCEIÇÃO MENDES,escola.102784@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
BELMIRO BRAGA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DE BELMIRO BRAGA,escola.67890@educacao.mg.gov.br,x,26/05/2022,25/05/2022,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,CENTRO INTERESCOLAR DE CULTURA ARTE LINGUAGENS E TECNOLOGIAS,escola.364932@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,CESEC POETA MURILO MENDES,escola.307068@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,COLÉGIO TIRADENTES PMMG -UNIDADE ARGENTINO MADEIRA,escola.1368@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ADALBERTO FERRAZ,escola.1911@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE AFONSO PENA,escola.264@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ANA DE CARVALHO SILVEIRA,escola.825@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ARTUR JOVIANO,escola.1546@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ASSIS CHATEAUBRIAND,escola.1627@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE AUGUSTO DE LIMA,escola.1783@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE BARÃO DE MACAÚBAS,escola.1864@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE BARÃO DO RIO BRANCO,escola.1945@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE BENJAMIM GUIMARÃES,escola.2003@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE BOLIVAR TINOCO MINEIRO,escola.1384@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE BUENO BRANDÃO,escola.35@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE CAMINHO A LUZ,escola.1651@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE CARLOS CAMPOS,escola.671@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE CARLOS GÓES,escola.752@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE CESÁRIO ALVIM,escola.1155@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE CORAÇÃO EUCARÍSTICO,escola.1317@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE CORONEL VICENTE TORRES JÚNIOR,escola.1473@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE DEPUTADO ILACIR PEREIRA LIMA,escola.493@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE DO INSTITUTO AGRONÔMICO,escola.655@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE DONA ARGENTINA VIANNA CASTELO BRANCO,escola.680@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE DONA AUGUSTA GONÇALVES NOGUEIRA,escola.761@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE DULCE PINTO RODRIGUES,escola.507@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE EFIGÊNIO SALLES,escola.1244@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ENGENHEIRO PRADO LOPES,escola.1481@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ENGENHEIRO SÍLVIO FONSECA,escola.1562@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ESTEVÃO PINTO,escola.1228@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE FLÁVIO DOS SANTOS,escola.1805@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE FRANCISCO SALES - INSTITUTO DE DEFICIÊNCIA DA FALA E AUDIÇÃO,escola.1961@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE GERALDINA SOARES,escola.2011@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE GOVERNADOR MILTON CAMPOS,escola.2135@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE HELENA PENA,escola.213@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE HENRIQUE DINIZ,escola.370@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ISABEL DA SILVA POLCK,escola.2071@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE JOÃO ALPHONSUS,escola.892@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE JOSÉ BONIFÁCIO,escola.973@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE JOSÉ IZIDORO DE MIRANDA,escola.1058@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE JOSÉ MENDES JÚNIOR,escola.337@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE JOVEM PROTAGONISTA,escola.322563@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE JÚLIA LOPES DE ALMEIDA,escola.1171@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE LAR DOS MENINOS,escola.322555@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE LAUDIEME VAZ DE MELO,escola.1295@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE LAURA DAS CHAGAS FERREIRA,escola.1333@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE LUIZ DE BESSA,escola.1414@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE MAESTRO VILLA LOBOS,escola.1490@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE MAJOR DELFINO DE PAULA RICARDO,escola.78@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE MARECHAL DEODORO DA FONSECA,escola.230@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE MARIA DE LOURDES DE OLIVEIRA,escola.175@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE MARIANO DE ABREU,escola.396@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE MENDES PIMENTEL,escola.2585@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE NECÉSIO TAVARES,escola.876@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE OLEGÁRIO MACIEL,escola.1198@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ONDINA AMARAL BRANDÃO,escola.1431@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PANDIÁ CALÓGERAS,escola.1732@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PAULO DAS GRAÇAS DA SILVA,escola.1813@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PEDRO FRANCA,escola.1937@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PEDRO II,escola.1970@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PERO VAZ DE CAMINHA,escola.60@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PESTALOZZI,escola.1066@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PRESIDENTE ANTÔNIO CARLOS,escola.221@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PRESIDENTE DUTRA,escola.302@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR ANTÔNIO JOSÉ RIBEIRO FILHO,escola.1678@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR CAETANO AZEREDO,escola.787@educacao.mg.gov.br,x,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR GUILHERME AZEVEDO LAGE,escola.698@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR JOSÉ MESQUITA DE CARVALHO,escola.86@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR LEOPOLDO DE MIRANDA,escola.1261@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR NEIDSON RODRIGUES,escola.342432@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSOR PEDRO ALEIXO,escola.1589@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSORA ALAÍDE LISBOA DE OLIVEIRA,escola.342459@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSORA HENRIQUETA LISBOA,escola.342424@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSORA MARIA AMÉLIA GUIMARÃES,escola.1821@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE PROFESSORA MARIA CECÍLIA DE MELO,escola.2194@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SAGRADA FAMÍLIA I,escola.2101@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SAGRADA FAMÍLIA II,escola.2143@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SANDOVAL DE AZEVEDO,escola.2186@educacao.mg.gov.br,x,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SANTO AFONSO,escola.248@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SARAH KUBITSCHEK BAIRRO GRAÇA,escola.728@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SARAH KUBITSCHEK IPIRANGA,escola.809@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SARAH KUBITSCHEK SÃO GERALDO,escola.1040@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE SÉRGIA CALDEIRA ALKIMIN,escola.1121@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE TÉCNICO INDUSTRIAL PROFESSOR FONTES,escola.281@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE TITO FULGÊNCIO,escola.1449@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE WALT DISNEY,escola.1686@educacao.mg.gov.br,x,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,EE ZILDA ARNS NEUMANN,escola.342440@educacao.mg.gov.br,,27/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,INSTITUTO DE EDUCAÇÃO DE MINAS GERAIS,escola.1996@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA A,INSTITUTO SÃO RAFAEL,escola.485@educacao.mg.gov.br,,17/06/2022,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA B,COLÉGIO TIRADENTES PMMG - UNIDADE GAMELEIRA,escola.307696@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA B,COLÉGIO TIRADENTES PMMG- UNIDADE NOSSA SENHORA DAS VITÓRIAS,escola.307718@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA B,EE AARÃO REIS,escola.27@educacao.mg.gov.br,,,,
BELO HORIZONTE,BELO HORIZONTE,SRE METROPOLITANA B,EE ALBERTO DELPINO,escola.426@educacao.mg.gov.br,,,,
